timestamp,open,high,low,close,volume
2025-01-21 09:00:00,431.4,434.0,431.0,433.36,36298.0
2025-01-21 09:01:00,433.56,433.59,432.47,432.72,25711.0
2025-01-21 09:02:00,432.7,433.39,432.7,433.39,12631.0
2025-01-21 09:03:00,433.23,433.45,433.18,433.38,13363.0
2025-01-21 09:04:00,433.44,434.4,433.43,434.4,21082.0
2025-01-21 09:05:00,434.4,434.95,434.39,434.6,31047.0
2025-01-21 09:06:00,434.69,434.74,434.26,434.28,22008.0
2025-01-21 09:07:00,434.3,434.36,433.77,434.35,17436.0
2025-01-21 09:08:00,434.45,434.58,434.37,434.39,13117.0
2025-01-21 09:09:00,434.37,434.38,434.15,434.15,6235.0
2025-01-21 09:10:00,434.15,434.56,434.15,434.55,5642.0
2025-01-21 09:11:00,434.68,434.82,434.37,434.37,8047.0
2025-01-21 09:12:00,434.41,434.41,434.2,434.21,5395.0
2025-01-21 09:13:00,434.27,434.49,434.27,434.43,3930.0
2025-01-21 09:14:00,434.33,434.78,434.1,434.78,10069.0
2025-01-21 09:15:00,434.64,434.69,434.57,434.69,3856.0
2025-01-21 09:16:00,434.61,434.61,434.3,434.4,8025.0
2025-01-21 09:17:00,434.48,434.48,434.19,434.19,7231.0
2025-01-21 09:18:00,434.06,434.34,434.02,434.15,9286.0
2025-01-21 09:19:00,434.13,434.13,433.46,433.46,11045.0
2025-01-21 09:20:00,433.43,433.7,433.36,433.7,5102.0
2025-01-21 09:21:00,433.64,433.89,433.64,433.89,2625.0
2025-01-21 09:22:00,433.97,434.0,433.6,433.82,8620.0
2025-01-21 09:23:00,433.92,434.23,433.92,434.23,14118.0
2025-01-21 09:24:00,434.2,434.49,434.14,434.49,4553.0
2025-01-21 09:25:00,434.36,434.36,433.91,433.92,6979.0
2025-01-21 09:26:00,433.84,434.48,433.8,434.34,8424.0
2025-01-21 09:27:00,433.77,433.8,433.7,433.72,3664.0
2025-01-21 09:28:00,433.95,434.0,433.88,433.88,4442.0
2025-01-21 09:29:00,434.2,434.35,434.13,434.2,6504.0
2025-01-21 09:30:00,434.24,434.5,434.19,434.5,4212.0
2025-01-21 09:31:00,434.49,434.49,434.32,434.47,3491.0
2025-01-21 09:32:00,434.48,434.75,434.32,434.62,11951.0
2025-01-21 09:33:00,434.62,435.0,434.4,434.8,23694.0
2025-01-21 09:34:00,434.83,434.83,434.34,434.41,4413.0
2025-01-21 09:35:00,434.56,434.56,434.35,434.47,3485.0
2025-01-21 09:36:00,434.34,434.43,434.16,434.43,5922.0
2025-01-21 09:37:00,434.45,434.45,434.29,434.3,3987.0
2025-01-21 09:38:00,434.35,434.49,434.14,434.45,4389.0
2025-01-21 09:39:00,434.46,434.46,434.46,434.46,1133.0
2025-01-21 09:40:00,434.43,434.43,434.25,434.25,2720.0
2025-01-21 09:41:00,434.29,434.29,434.04,434.09,2631.0
2025-01-21 09:42:00,434.14,434.2,434.01,434.2,3176.0
2025-01-21 09:43:00,434.15,434.23,434.15,434.19,2520.0
2025-01-21 09:44:00,434.16,434.16,434.08,434.1,3659.0
2025-01-21 09:45:00,434.19,434.39,434.19,434.39,3798.0
2025-01-21 09:46:00,434.35,434.35,434.25,434.3,1983.0
2025-01-21 09:47:00,434.35,434.35,434.35,434.35,1213.0
2025-01-21 09:48:00,434.38,434.38,434.19,434.19,6961.0
2025-01-21 09:49:00,434.37,434.37,434.29,434.31,1133.0
2025-01-21 09:50:00,434.32,434.48,434.32,434.48,2427.0
2025-01-21 09:51:00,434.44,434.5,434.39,434.5,2514.0
2025-01-21 09:52:00,434.5,434.6,434.5,434.55,2474.0
2025-01-21 09:53:00,434.65,434.71,434.6,434.7,3244.0
2025-01-21 09:54:00,434.63,434.75,434.63,434.7,2335.0
2025-01-21 09:55:00,434.7,434.71,434.55,434.65,3339.0
2025-01-21 09:56:00,434.58,434.58,434.12,434.45,4655.0
2025-01-21 09:57:00,434.4,434.5,434.4,434.45,2351.0
2025-01-21 09:58:00,434.14,434.32,434.07,434.29,2971.0
2025-01-21 09:59:00,434.49,434.68,434.39,434.56,3280.0
2025-01-21 10:00:00,434.67,434.8,434.53,434.53,8379.0
2025-01-21 10:01:00,434.64,434.79,434.63,434.78,4820.0
2025-01-21 10:02:00,434.78,434.79,434.7,434.7,13867.0
2025-01-21 10:03:00,434.64,434.68,434.6,434.6,1011.0
2025-01-21 10:04:00,434.64,434.7,434.62,434.7,2105.0
2025-01-21 10:05:00,434.6,434.6,434.51,434.51,2899.0
2025-01-21 10:06:00,434.5,434.6,434.5,434.57,3311.0
2025-01-21 10:07:00,434.6,434.68,434.58,434.58,5378.0
2025-01-21 10:08:00,434.55,434.55,434.48,434.48,3051.0
2025-01-21 10:09:00,434.45,434.47,434.28,434.31,2480.0
2025-01-21 10:10:00,434.26,434.26,434.22,434.22,1208.0
2025-01-21 10:11:00,434.39,434.39,434.39,434.39,967.0
2025-01-21 10:12:00,434.25,434.25,434.18,434.18,1779.0
2025-01-21 10:13:00,434.2,434.5,434.16,434.5,5328.0
2025-01-21 10:14:00,434.49,434.49,434.26,434.26,1425.0
2025-01-21 10:15:00,434.26,434.3,434.26,434.26,2455.0
2025-01-21 10:16:00,434.36,434.49,434.31,434.49,2297.0
2025-01-21 10:17:00,434.49,434.49,434.49,434.49,570.0
2025-01-21 10:18:00,434.52,434.74,434.52,434.74,7502.0
2025-01-21 10:19:00,434.66,434.7,434.66,434.68,915.0
2025-01-21 10:20:00,434.72,434.72,434.6,434.6,1756.0
2025-01-21 10:21:00,434.61,434.72,434.61,434.72,1229.0
2025-01-21 10:22:00,434.66,435.07,434.6,434.9,10928.0
2025-01-21 10:23:00,434.99,435.2,434.74,435.2,7720.0
2025-01-21 10:24:00,435.26,435.89,435.26,435.89,11191.0
2025-01-21 10:25:00,435.88,436.04,435.8,436.0,17975.0
2025-01-21 10:26:00,435.99,436.4,435.94,436.4,5643.0
2025-01-21 10:27:00,436.4,436.66,436.2,436.38,10153.0
2025-01-21 10:28:00,436.3,436.3,435.84,436.03,10914.0
2025-01-21 10:29:00,436.01,436.02,435.88,435.88,7922.0
2025-01-21 10:30:00,435.83,436.01,435.83,435.97,3529.0
2025-01-21 10:31:00,435.93,436.15,435.9,436.15,5578.0
2025-01-21 10:32:00,436.24,436.35,436.11,436.28,4203.0
2025-01-21 10:33:00,436.22,436.3,436.17,436.28,3394.0
2025-01-21 10:34:00,436.28,436.28,436.18,436.23,2781.0
2025-01-21 10:35:00,436.2,436.2,436.16,436.16,2003.0
2025-01-21 10:36:00,436.24,436.4,436.2,436.35,5383.0
2025-01-21 10:37:00,436.35,436.49,436.23,436.49,3278.0
2025-01-21 10:38:00,436.59,436.61,436.38,436.46,5189.0
2025-01-21 10:39:00,436.48,436.48,436.2,436.24,2913.0
2025-01-21 10:40:00,436.34,436.41,436.33,436.41,2922.0
2025-01-21 10:41:00,436.4,436.4,435.98,436.05,8345.0
2025-01-21 10:42:00,435.94,436.04,435.66,436.04,4493.0
2025-01-21 10:43:00,435.99,436.0,435.66,435.69,3752.0
2025-01-21 10:44:00,435.8,435.96,435.78,435.78,1660.0
2025-01-21 10:45:00,435.76,435.84,435.67,435.67,2826.0
2025-01-21 10:46:00,435.69,435.69,435.51,435.55,2985.0
2025-01-21 10:47:00,435.71,435.73,435.48,435.48,2603.0
2025-01-21 10:48:00,435.4,435.41,434.79,434.99,8256.0
2025-01-21 10:49:00,435.09,435.12,435.08,435.12,1787.0
2025-01-21 10:50:00,435.25,435.6,435.25,435.5,6602.0
2025-01-21 10:51:00,435.28,435.3,435.24,435.24,1712.0
2025-01-21 10:52:00,435.29,435.29,435.2,435.2,2127.0
2025-01-21 10:53:00,435.17,435.17,434.91,434.91,4749.0
2025-01-21 10:54:00,434.87,435.01,434.82,434.88,4128.0
2025-01-21 10:55:00,434.85,434.85,434.38,434.49,6380.0
2025-01-21 10:56:00,434.58,434.64,434.37,434.64,7023.0
2025-01-21 10:57:00,434.52,434.52,434.44,434.44,2131.0
2025-01-21 10:58:00,434.48,434.48,434.34,434.38,3048.0
2025-01-21 10:59:00,434.49,434.5,434.32,434.39,6009.0
2025-01-21 11:00:00,434.37,434.4,434.37,434.4,1718.0
2025-01-21 11:01:00,434.73,434.89,434.73,434.87,3400.0
2025-01-21 11:02:00,434.97,435.0,434.97,435.0,3342.0
2025-01-21 11:03:00,435.07,435.13,435.0,435.09,3037.0
2025-01-21 11:04:00,435.21,435.29,435.21,435.29,1564.0
2025-01-21 11:05:00,435.41,435.41,435.32,435.33,2784.0
2025-01-21 11:06:00,435.3,435.3,435.29,435.29,1100.0
2025-01-21 11:07:00,435.24,435.33,435.19,435.33,2541.0
2025-01-21 11:08:00,435.32,435.49,435.32,435.41,2341.0
2025-01-21 11:09:00,435.4,435.57,435.4,435.57,1593.0
2025-01-21 11:10:00,435.49,435.49,435.41,435.41,1474.0
2025-01-21 11:11:00,435.56,435.56,435.56,435.56,999.0
2025-01-21 11:12:00,435.51,435.51,435.48,435.48,1032.0
2025-01-21 11:13:00,435.65,435.71,435.65,435.71,1502.0
2025-01-21 11:14:00,435.7,435.91,435.7,435.91,4159.0
2025-01-21 11:15:00,435.9,435.96,435.67,435.68,2564.0
2025-01-21 11:16:00,435.77,435.78,435.33,435.44,5818.0
2025-01-21 11:17:00,435.51,435.51,435.27,435.36,1716.0
2025-01-21 11:18:00,435.26,435.26,434.76,434.76,6867.0
2025-01-21 11:19:00,434.88,435.14,434.88,435.09,1836.0
2025-01-21 11:20:00,434.85,434.93,434.7,434.85,2637.0
2025-01-21 11:21:00,434.95,434.96,434.77,434.77,2779.0
2025-01-21 11:22:00,434.76,434.76,434.43,434.43,3299.0
2025-01-21 11:23:00,434.41,434.6,434.38,434.6,1840.0
2025-01-21 11:24:00,434.6,434.81,434.59,434.6,2765.0
2025-01-21 11:25:00,434.77,434.77,434.15,434.15,8073.0
2025-01-21 11:26:00,434.13,434.73,434.03,434.6,5063.0
2025-01-21 11:27:00,434.62,434.62,434.28,434.28,3508.0
2025-01-21 11:28:00,434.37,434.72,434.37,434.65,3926.0
2025-01-21 11:29:00,434.7,434.7,434.59,434.59,1884.0
2025-01-21 11:30:00,434.59,434.64,434.31,434.37,3833.0
2025-01-21 11:31:00,434.46,434.64,434.46,434.64,1792.0
2025-01-21 11:32:00,434.49,434.49,434.28,434.33,5068.0
2025-01-21 11:33:00,434.5,434.5,434.5,434.5,1064.0
2025-01-21 11:34:00,434.5,434.5,434.42,434.47,2626.0
2025-01-21 11:35:00,434.49,435.0,434.49,435.0,6532.0
2025-01-21 11:36:00,435.0,435.06,434.65,434.65,7397.0
2025-01-21 11:37:00,434.8,434.8,434.8,434.8,444.0
2025-01-21 11:38:00,434.77,435.12,434.77,435.12,4678.0
2025-01-21 11:39:00,435.1,435.3,435.1,435.3,2649.0
2025-01-21 11:40:00,435.36,435.41,435.33,435.36,2983.0
2025-01-21 11:41:00,435.19,435.2,434.8,434.82,4460.0
2025-01-21 11:42:00,434.98,435.0,434.98,435.0,1032.0
2025-01-21 11:43:00,435.07,435.08,435.04,435.07,1155.0
2025-01-21 11:44:00,434.93,434.97,434.93,434.97,1946.0
2025-01-21 11:45:00,434.92,434.92,434.81,434.81,2147.0
2025-01-21 11:46:00,434.73,434.73,434.5,434.5,2532.0
2025-01-21 11:47:00,434.5,434.64,434.33,434.58,5870.0
2025-01-21 11:48:00,434.75,434.75,434.48,434.48,2878.0
2025-01-21 11:49:00,434.61,434.61,434.6,434.61,1284.0
2025-01-21 11:50:00,434.58,434.66,434.58,434.66,700.0
2025-01-21 11:51:00,434.6,434.66,434.6,434.65,2010.0
2025-01-21 11:52:00,434.63,434.64,434.63,434.64,421.0
2025-01-21 11:53:00,434.63,434.63,434.62,434.62,868.0
2025-01-21 11:54:00,434.55,434.55,434.3,434.48,4161.0
